userName,content,score,thumbsUpCount,appVersion
A Google user,It is so addictive. I play it at least 6 hours a day.,5,0,1.3.1
A Google user,Why today the game no function properly. I wait 10 minutes still can not enter the game.,4,0,1.3.0
A Google user,good game but many ads as well,3,0,1.5.0
A Google user,"Enjoyable game, keeps you occupied and always on your toes...__",5,0,1.2.0
A Google user,Good but cant use the money of the condinental or any other for other hotels so please if you let us use the money of hotel in another,4,0,1.3.1
A Google user,Good game . I have a question plz How can i transfer money from hotel to another one ?? I have 150000 in the first one and i need money to the other,5,0,1.2.0
A Google user,I dont like this game it is too hard but at the same time it is fun so I give it a one star.,1,0,
A Google user,Happy to play Friendy for Free to play player Nice graphic Love!!,5,0,1.1.1
A Google user,So anazing get free money all the time you will love this game when u download it...,5,0,1.2.0
A Google user,This trash can't even start due to a server error.,1,0,
Rinto Gunanda,Its a good game but there is no button make this game fastly and bored to be waiting... thx,2,0,1.8.3
A Google user,It's a really great idle game. Although I'm finished now. Will the game add more hotels?,5,0,1.2.1
A Google user,Best game ever. I love that you can up grade so many things in this game.,5,0,1.1.0
Mandeep Kaur,It is a very good game If we have no money a money boy come and we see a ad we get money ____________________________________________________________________________________,5,0,
A Google user,The ads refuse to give me my 2x bonus WAY TOOOOOO MANY ADDS And some of the wages dont add up. I pay for one chef and the wage say 150 I expect to pay 150... not 450. May I speak to your manager,1,0,1.7.1
A Google user,I love this game I will usually play this game almost 3 hours this is the best game I have ever played and is a game I might even play all day__,5,0,1.6.0
Michelle soules,It's ok but could be faster ways to make money,4,0,1.8.4
A Google user,Good but needs more than 4 levels!!,1,0,1.2.1
Tommie Johansson,Wouldn't it be great if you did a tutorial that actually showed how to do things?,1,0,1.8.3
A Google user,Great. Helps u learn new skills!,5,0,1.3.1
Michael ThatGuyMike Rodriguez,Very fun game to play. Takes the time away,5,0,1.8
A Google user,Easy to play and quite addictive,5,0,0.3.1
Chelsea Gould,Super fun love codigames,5,0,2.9
Manish Sahu,Super game for management experience.....,4,0,1.8.4
A Google user,Best game ever it made me better at making desensitization and choices plus I am a better person _______________________,5,0,1.3.0
A Google user,Fun and easy kinda simple though,4,0,1.4.2
A Google user,Its so additing a great game for when you are bored or dont feel well and cant do anything,5,0,1.2.1
A Google user,Fun game but the pay to progress is insane.,1,0,1.6.0
Abdulsamad Hussain,It is amazing bit the money make it faster,5,0,1.9.9
David Yonathan,You must keep watching ads to survive otherwise do not install this game,1,0,
Gianna Wayanzwa Mugo,Sometimes its not at its best but its worth the wait its awesome,4,0,1.7.3
Akins Knupp,It's hard to make money but extremely fun,5,0,1.8.4
Dr Drfta,"good n fun game, no random ads too so ye",5,0,
Nicolas Ricci,Great game to play when board,5,0,2.6.1
Djizenn Tayamen,"Its fine but if im not playing my money will go lower and lower i 5,000 and then open the app its just 8.75",2,0,
A Google user,its awsome the way you can feel like your running your own bussnisse ;D,5,0,1.2.0
A Google user,Nice game but the income is too low,3,0,1.2.0
Jesse Bellows,This game is a very good game on budgeting and I love it.,5,0,2.6.1
Spenser Shaw,I love the game. Something new each level up,5,0,2.4
A Google user,Cool game but can heat your phone up to the limit,4,0,
A Google user,Good game but to many ads,3,0,
Samuel Macua,Good game it has shown me how to make a hotel and invest it thx,5,0,1.9.8
A Google user,"Really fun, entertaining, and addicting",5,0,1.3.1
A Google user,Addicting but wayyyyyyy to many ads,4,0,1.3.1
Rasmus Petersen,Ads are too much,3,0,1.7.1
Shaheem Thomas,I recomend you download the game and see for yourselves but its fun,5,0,1.9.9
Nequest John,it's ok but from my experience it's kinda lags a lot,3,0,1.8
A Google user,"Fun game, could do with helping more",4,0,1.7.1
A Google user,not too fast unlike previous idle games.,5,0,1.2.0
A Google user,It's a great game that definately takes patients.,5,0,1.3.0
Saba Khanam,It takes too much money for upgrade,3,0,
A Google user,"I don't really know what to say, exept that it is a really good game. It is addicting.",5,0,1.1.1
A Google user,Brilliant game! Heaps of fun for everyone!,5,0,1.4.0
A Google user,"I love this game, please give us more hotel locations, do a bora bora <3",5,0,1.2.0
A Google user,"Awesome game, minimal ads !",5,0,1.3.1
Artistic Whale,It's fun and intertaining but I wish that guy would talk less.,5,0,1.8.3
Adarsh Yadav official,I like this game,5,0,2.8
A Google user,Having to watch an ad every game come o,1,0,1.5.0
jaredthebest154 on xbox,"Stop doing fake ads like ""click here to upgrade"" or ""wake him up""",1,0,
C. ¡°Dark-N-Lovely¡± Pickett,It is definately a distraction that I love.,4,0,
elodie sylvester,Love this game,5,0,2.9
A Google user,Fun but just so many ads,5,0,1.7.1
A Google user,Cute and fun to pass the time.,4,0,1.2.0
A Google user,Faster paced game than I thought the relaxed and intensity of the game makes a 5 star in my book,5,0,1.2.0
Grace Muscat,Like i say in all the other reviews i write for these games. They are awesome games to play.,5,0,1.8.4
A Google user,Very very good game love it the ad was just like the game,1,0,1.3.1
A Google user,I made 3 purchases for the 80 gems and have not got none they took 3.21 cents but didn't give me anything i want my gems or my money returned to my card,1,0,1.3.1
Geemperan Ravi,Super game but so many ads,5,0,1.7.2
Syadiyah Loh,The loading is taking too long.__,1,0,
A Google user,Great game but to many ads,5,0,1.2.0
Tanna Leap,No ability to benefit from the ads.,4,0,
Brayan mendieta,"EVERYTIME WHEN I PRES CONTINUE TO GET MY OFFLINE MONEY IT DOESNT EVEN DO NOTHING HAPPENDS, I DONT EVEN GET MY MONEY!!!!!!____________________________",1,0,1.8.1
A Google user,"Good game, pretty easy to play.",4,0,1.3.1
166 Sonia Nivatkar,Good game . But a little confusing at times.,4,0,1.8.4
Ryan Watson,Unless you force close time doesn't advance making events pointless,3,0,1.8.4
Travis Manchester,Too hard to advance....have to watch videos to buy anything,2,0,1.7.2
A Google user,Good game. Wish you could hide the shop items though,4,0,1.2.0
the inky one,Its pretty good not much ads so theres that,4,0,1.8.4
A Google user,Sometimes the dancing man does not gives me money after watching ads,4,0,1.3.1
janaki raman,Nice tragedical game... Beginners should be more patient..,5,0,
A Google user,Its a fun game its also relaxing and challaging also,5,0,1.1.0
EpicDudes Among us,I like this except it's so hard to earn money and everything is so expensive,4,0,1.8.2
A Google user,This is a great game! I love the challenges!,5,0,1.1.1
raafi taib,Great n enjpyable,5,0,2.8
A Google user,Nice. Fun game like idle theme park.,5,0,1.3.0
A Google user,It has been a great experience keep up the gd work for more content,5,0,0.3.1
A Google user,Its actually a really cute game. I enjoy it a lot.,5,0,1.1.1
A Google user,Cool game good experience sometimes slow but it's whatever,4,0,1.4.0
A Google user,To many ads in this game.,1,0,
A Google user,the game is good just the LuckyGo a Ad is Anoyhing,4,0,
A Google user,"Please add more hotels, I loved playing this game and I'm max out already. Cheers",5,0,1.3.1
A Google user,"It's not Hotel Empire Tycoon game, it's Watching Ads Empire Tycoon game",1,0,
Chanthy Johnson,I really like this game but...IT WOULD BE RILEY COOL TO MAKE A HOTEL and that's all I want to make this game better,2,0,1.7.1
A Google user,I really like games like this where I can build my own buisnesses,5,0,1.3.1
A Google user,Need ads peaceful progress in the game,3,0,1.2.0
A Google user,Its very relaxing. Love it!,5,0,1.2.2
A Google user,Its good but you lose charge on your phone fast,4,0,1.1.1
A Google user,I like the game a lot. It has a way of making you feel like your in the game.,4,0,1.2.2
A Google user,"Great, but would love it if there were more hotels!",5,0,1.3.0
Darnell Watt,Great game teaches how to manage money and build a company,5,0,1.7.1
A Google user,Love the game! But needs more hotels please.,5,0,1.2.2
Sabrina Hanssens,"Love this game, hoping new levels will be added since i have played them all out",5,0,1.8.4
A Google user,Good game but slightly slow on the gameplay,5,0,1.2.0
A Google user,Very fun as long as you don't play for too long.,4,0,1.3.1
Ashutosh Sahu,"I don't receive game money after watching video, uninstall this game this is scam game.",1,0,1.9.93
A Google user,It's a good game but get money it's a little hard,4,0,1.2.0
A Google user,It's a good but you don't get much money most of it you get from the investor,4,0,1.5.0
A Google user,It stucks before the loading screen even started.,4,0,1.6.0
A Google user,Amazing game very enjoyable cant wait for more uptades,5,0,0.3.1
Zane Raymond,Love this game its so awsome but please keep the new levels coming please and thankyou,5,0,1.8.4
Robert Kunselman,The game won't download it just says pending and go around nothing else is installing,4,0,
A Google user,Loving this game got a better idea of how to play better and my hotel is looking great thanks ____,5,0,1.1.1
A Google user,Lots of ads but fun,4,0,1.1.1
A Google user,Fun but too many ads,4,0,1.6.0
A Google user,I love it but without internet it hard to keep your money up,4,0,1.1.1
A Google user,It is really slow paced at first. Still playing,4,0,1.1.1
Rose Brown,"Fun, but a lot of ads.",4,0,1.7.2
A Google user,Fun game! Love the graphics!,5,0,1.2.0
A Google user,No longer installing on playstore plz solve the problem,1,0,
A Google user,I wish there was a better and faster way to make money to get more things for the hotels.,5,0,1.4.0
Cole Fernando,Adverts are not linked its weird,4,0,1.8.4
Emily Wood,Love it! Please add more hotels!,5,0,1.7.3
A Google user,Nice but too much ads.,5,0,1.3.1
A Google user,Awesome Game it is so fun great time passer definitely a five star game ______,5,0,1.1.1
shaikh azhar,Everything is good but the speed of game is boring for waiting that's why for me 4star plz update time,4,0,1.8.2
A Google user,Excellent for killing time. Enjoyed it so much.,5,0,1.3.1
A Google user,Way way too many ads,1,0,
A Google user,Fun and no annoying ads,5,0,1.3.1
A Google user,it'sso easy and fun to play nothing is glicthing,5,0,1.4.2
A Google user,"Boring, alot of reading and no fun",1,0,
Priyank Dube,This game was super fun me and my Papa really enjoyed because we love making our own hotel,5,0,1.9.91
A Google user,"entertaining, and cute fun time burner.",4,0,1.1.0
A Google user,The time where hotel open when we're away should br increase instead of only two hours,3,0,1.2.0
A Google user,love it !!!!!!! not to hard and not to easy,5,0,1.1.1
A Google user,Good just started today. It's ok let me test it for a few days and I'll give it a full review.,3,0,1.4.2
Phillip Christian,"Great experience ______________________love how it explains the game __, great work on the game",5,0,1.8.4
A Google user,It's great game and it's makes progress when ur not playing,4,0,1.2.0
Dawn Morton,Easy to follow stress free game,5,0,1.7.1
A Google user,I gave this 4 stars because of the employee expenses but everything else is perfect,4,0,1.2.1
Mouli Charan,Excellent game it was taking lot of time to load the game,4,0,1.8.3
A Google user,Nice idle game once you figure out how to make a good profit.,5,0,1.2.0
A Google user,Paid for a booster pack and didn't even get it.,1,0,1.4.2
LOREN ANN AMANTE,I don't like this game. It's so useless. Too Upgrade is to expensive,1,0,1.8.4
John,Heavily dependent on ads.,1,0,
A Google user,This game is really amazing. Every detail or job of a real hotel owner can be seen here!,5,0,1.2.0
Jason St,Slow to get started but gets enjoyable,5,0,1.8.3
A Google user,Its great but takes some time to load,4,0,1.1.1
A Google user,Too many ads but fun,5,0,1.2.0
A Google user,Cute game but need alot of improvement...,3,0,1.4.2
Mckinnon Bloomer,Way too hard advance without paying money,1,0,
A Google user,"Game is fun, 30 second add gives good reward lmao",5,0,1.3.0
Michael Jentzsch,"Nice challenge, i do love hotel life!",5,0,1.9.93
Ral Crux,I don't like single player games that demand to be online to play!,1,0,
Lynn Clapper,I'm confused as to why my game doesn't continue to run when I'm not playing it.,2,0,1.9.93
A Google user,Profit video ad won't play. Can't make money if I can't earn it.,2,0,1.1.1
Mr Joker,It wont open. Stuck at loading,1,0,1.8.4
A Google user,Way too many ads.,2,0,1.3.0
A Google user,"Really good, has taken up loads of time",5,0,1.2.1
zubair mahmood,Excellent experience for hotel management and business.,5,0,2.4
A Google user,Fun idle game worth the time totally addicting,5,0,1.2.0
A Google user,Need better ways to make monwy. More custimization for the hotwl. Floors.maybe,3,0,1.2.0
A Google user,Won't play the ad video for the reward,2,0,1.3.1
A Google user,Very good and no pushy ads,5,0,1.2.0
Ramandha Abdiwana,"Good, but spend more money for upgrades",4,0,1.7.3
A Google user,Love this game. Hurry with more levels!!! I'm bored!!!!!,5,0,1.3.1
A Google user,"great game, nice story , everthing is so expensive which can make the price more cheaper ?",5,0,1.2.0
A Google user,Its a pretty fun game when u have nothing to do or when ur bored really like this game,5,0,1.2.0
A Google user,It is pretty good just need to know a little more things about the game and how to play,4,0,1.2.0
A Google user,More features would be awesome(I'm sure you're already working on that ;-),4,0,1.2.0
A Google user,Absolutely love this game. I cant stop playing!,5,0,1.2.0
A Google user,But at the begining it is really hard to gain money. So _ had to wait so long,5,0,1.4.2
A Google user,Fun game But wish u could earn money a little quicker,5,0,1.4.4
A Google user,Nice game but u have to have a purchase for better experience...,5,0,1.3.1
Tom Thumb,This is a good one. I wish the guests would stay an extra day or two like Prison.,5,0,2.3.3
Horacio Goncalves,Such a good fun and and very entertaining. Recommended!,5,0,1.7.2
A Google user,Enjoyable. Easy to understand. Nevermind to give 5 stars.,5,0,1.7.1
Ganga chety Dev,"This game is Awesome I Upgraded MAX Level and I earn 10,000 in each 30 seconds",5,0,
A Google user,A few glitches with the characters and not as entertaing,3,0,1.4.4
A Google user,It is very good and it's a great way to stay in shape,5,0,1.2.0
Neema Kathane Hagone,I don't know how this game is but whatever __ I am just filling this information because this game will irritate me later,5,0,
zakuan khairul,Realistic game but too pricey the cost,4,0,1.8.1
A Google user,super fun and the complexity is not to high,5,0,1.3.0
Whispy Bell,Good game if you like hotels so I gave it 5 stars you should play it.__,5,0,1.7.2
Justin Robertson,It's so cool go pass time with Management skills increase,5,0,1.9.95
Caitlin Sharratt,It's a great game but after a while it doesn't load up anymore,3,0,1.9.7
Muzdalifah Azhima,Why can't I see the ads by the dancing king? I need the money tho __,3,0,1.7.1
FARDEEN,This is best game for those who wants to become a great business man in own I just liked this game ______,5,0,2.6.1
A Google user,Good but ads for days ):,3,0,1.3.1
A Google user,I really enjoy these types of games it's relaxing to play,5,0,1.1.1
Tadisa Nikisi,This game is the most luxury game that I've ever played that it make me feel luxury!,5,0,2.2.1
Chgameryay,Very good game played a while I think you should keep updating!,4,0,
A Google user,Fun but lots of ads,4,0,1.6.0
A Google user,Its the best no cap its like its real buh kinda hard u will get used to it.__,5,0,1.2.2
A Google user,I would give five stars but I want more levels,4,0,1.2.2
A Google user,Great really enjoyed playing and continue to play,5,0,1.4.2
A Google user,Its so hard to earn yet expensive to update everything,3,0,1.7.1
John Hansen,Fantastic graphics excellent game play,5,0,2.5.1
A Google user,It's fun but sometimes u can't watch the video guy,4,0,1.6.0
A Google user,Cool easy fun. No stress.,5,0,1.3.1
A Google user,How I can get 5 star in hotel game need more star but I dont know how to add before to start new hotel,2,0,1.3.0
A Google user,Like it so far just wondering what the visitor statuses mean my visitors keep having this little red mark and seem upset but there's no way of knowing what's wrong,4,0,1.1.1
A Google user,A great business management teaching,3,0,1.3.1
bananmannen,its good sadly theres a lot of ads,3,0,1.9.91
Tushar Amit,"Nice game,but I never earn money from the guy.pls fix",4,0,
A Google user,It's the most challenging game how to control your business,5,0,1.2.0
A Google user,Just the fact I have to spend $11 dollars to get rid of adds is nerve pinching,4,0,1.2.2
Frizzy Karen,So hard to make money! But rly fun,4,0,1.8.4
A Google user,"Nice game, you can manage your own hotel",4,0,1.2.0
Nico Carino,Why does it need Internet to play? I suggest that to make it offline game and just need Internet to claim rewards.,3,0,1.7.2
Nilanjan Dutta,So far so good. Seems to be quite engaging and entertaining.,4,0,1.9.9
A Google user,Really good entertaining and kept me going for a while,5,0,1.4.3
A Google user,I love to design homes and creat them to be a master peice!!,5,0,1.2.0
BTS ARMY,I was first a bit angry but. Slowly this game is getting interesting and is amazing __________________,5,0,1.7.1
A Google user,Very fun takes time but very fun,5,0,1.4.2
miss mac,"Love this game so much, I've completed all hotels. I wish more came out more often. Where are the new one?",5,0,1.8.4
A Google user,It's a fun game that you can play when your bored.,5,0,1.2.1
A Google user,"Good game, as long they keep up on updates.",4,0,1.1.1
A Google user,It is a good game cant stop playing it love it i give it a 5 star u need to get this game,5,0,1.4.0
Nicole Voght,Very enjoyable game easy yet fun.,5,0,2.4
A Google user,Great wee game. Keep up the good work,4,0,1.2.1
shivani samel,Some glitches but overall good game.,4,0,1.8.4
Chandler McCoy,Really becoming a fan of these games by Codigames. This game is straightforward and lovely.,5,0,1.9.93
A Google user,It is a very good game i love it you just haft to work hard,5,0,1.2.0
Stopped a timer at 1 nanosecond,This game is so amazing it's so fun and creative good work,5,0,1.7.1
A Google user,"I still can't connect to my Google play account, when do you wanna fix it?",1,0,1.2.1
Fandi Zam,I always love idle game.. it is peaceful and fun game,5,0,2.6.1
A Google user,5 stars just because I rather enjoy the LOTR Easter egg on the tv in the bar,5,0,0.3.0
Honzhiyong yong,Wonderful game.can include more services though,4,0,1.7.1
nicole nelson,I played this game so much I played it every day even my friends play this game just like me and they say it really fun to play,5,0,1.7.1
Mellissa Tarnawski,Great game but I wish you would add more hotels on there I have finished it,5,0,1.9.93
A Google user,Fun and easy to play so far.,5,0,1.2.0
A Google user,Really enjoy this game! It took a bit but I wish for more please,5,0,
Bangkit Antono,Watching ads can't never be this pleasing,4,0,
A Google user,Game overall okay But developers could u check if the staff is broken? I hired 3 cleaner and I have 4 rooms only The rooms still always dirty and said I loss money there,4,0,1.2.0
Tosif Khan,Best things to upgrade but in first hotel nice money but not in other hotel,5,0,
Lyanna 3377,Error code 4. Games server failed connecting.can someone assist me?tq,4,0,1.9.91
Anjum Haroon ali,Nice in ad but not so much bad,5,0,
Andy Piasecki,Good game lots of ads,4,0,1.7.2
Anja Zdravkovi_,It slows my phone down but not a bad way to spend the time,5,0,1.7.1
A Google user,"Play like real operating Hotel. Better to have diiferent type of restaurants like different cuisine, fine dining etc. Facility like laundry, in-room dining etc.",4,0,1.7.1
A Google user,"took forever to install, a lot of bugs too",1,0,
Josephine Peters,The game is not loading even after have connected it to the internet,1,0,1.8.4
Krystal Hughes,Not too many ads,4,0,1.8.3
A Google user,Solid but a little buggy at times,4,0,1.3.0
Jimbo Waldock,You have to watch alot of adds to progrees but it is optinal.,3,0,2.0
A Google user,"Awesome game, love the fact it has expenses.",5,0,1.1.1
A Google user,"so relaxing game, background music is so great",5,0,1.3.1
Oyinkansola fejuku,I feel it would be better it the coins income was bigger,3,0,1.7.2
A Google user,Fun and creative . love it !!!,4,0,1.2.0
darren hayward,Good game if there was no ads,3,0,
A Google user,Only one thing irritating me more What it is vip money getting very much lower than compare to other idle games hope will get improve,5,0,1.1.1
A Google user,Nice design. Bunch to do so far.,5,0,1.2.0
A Google user,It pretty good but it takes some time to fully enjoy,4,0,1.3.1
A Google user,Good but too many ads,3,0,1.2.0
Gabriel Mactavish,I didn't get my reward after watching some ads,2,0,1.8.3
jamesvandervort5 vandervort,This game is relaxing and i like the animations,5,0,2.0
ELISSA Ammar,Love doing hotel stuff it's cool I really want to get to a hotel but I can but thanks it's ok at least I have this ousome amazing game thanks thanks,5,0,
A Google user,"Awesome tycoon, but ads.",4,0,1.3.0
A Google user,Just has to many ads,4,0,1.1.1
slayer x,The game have alot of ads,4,0,
Smit Mangroliya,Best graphics in tycoon games.,5,0,1.8.4
A Google user,"Addicting, this game is so fun an time consuming.",5,0,1.3.1
samantha carter,Game wont load after last update otherwise love the game,4,0,1.8.4
A Google user,Good to past time... I completed the whole game wish it was more...,5,0,1.3.1
Nabila Khan,I think this is a very good game . But the wages cost are too much.,5,0,
A Google user,One of the best game ____ but u have struggle to earn money,4,0,1.6.0
Fidy Ratsimisetra,This is the best game ever in the whole intire universe omg it's the best. Download it now.,5,0,
T Dore,This game is so boring there are ads constantly nad is so hsrd to grt money uninstalled DO NOT DOWNLOAD,1,0,1.9.93
A Google user,Cool but may not need to be connected before being able to play the game,3,0,1.2.1
Cindyl Turner,Fun! And you dont have to spend real money to enjoy it.,5,0,1.7.2
A Google user,good game.. need time to build an empire lol,5,0,
Leah Grant,"I love this game, I find it's really useful to have in my spear time",5,0,1.9.93
Gamer Tom2010,It is the best tycoon ever made its really fun!,4,0,1.8.1
A Google user,Easy to play and plays smooth,5,0,1.7.1
A Google user,Nice game. Hope I can still play it offline,5,0,1.1.1
Nikki Gallant,Great but not sure how to be in the positive with the housekeepers :(. Its the only thing I cant fix for some reason ???,4,0,1.7.2
A Google user,"Fun and addicting game. Please put in something like a guide so I know what certain things mean, where money from the front desk is coming from. I saw mad people but I dont know what they were mad about.",5,0,1.1.1
Michelle Cronie,"Cant go any further, no new hotels. Doesnt update a lot.",1,0,1.8.3
A Google user,I love it it keeps me busy i swear this can keep me up all night lol,5,0,1.2.0
A Google user,Could use less ads to play,5,0,1.2.0
A Google user,good game need more ways to make money,5,0,1.2.0
A Google user,Very fun! Can't stop playing!,5,0,1.6.0
A Google user,This is a very complicated and hard to earn idle tycoon game,1,0,
A Google user,It's a good game but the only thing is I start losing money so quickly,5,0,1.2.0
A Google user,I hate it wayyyyyyyyy too many ads,1,0,
Dewaylon Brown,Really fun and easy to play,5,0,1.9.93
A Google user,It is amazing game but i gave it only 4stars because it needs an improvement Thanks,4,0,1.3.0
Tamericia Lindsay,To much ads make mad change it please,3,0,1.7.2
Rakeem Burgess,Just to many ads,5,0,1.9.95
Danielle Seaman,Great game I love how you can upgrade your hotel amazing game _____,5,0,1.9.8
A Google user,lots of ads.,4,0,1.1.1
Matt Sabo,Fun keeps busy and entertained,5,0,1.8.3
tushar chaudhari,I really love this game there are losses and profits and many more,5,0,1.9.93
A Google user,i love this game it good and s OK adorable can you do a game that can go and do whatever,5,0,
Calvin Wirjaputra,"Interesting, addicting, and never boring",5,0,2.3.3
A Google user,Its so too good you must get this it really makes me addicted so much! You must get it everyone!!,5,0,1.7.1
A Google user,Lots of ads and a patience filled game,3,0,1.2.0
Abhishek Mahajan,"Too slow to start, doesn't excites you aa like a new game",1,0,
Raider Obviel,"Best one yet from your games, very addictive!",5,0,1.9.93
SRG.MARTINEZ 145,I Wish there was a faster way to get more money but other than that it's a really good game ______,4,0,1.7.1
A Google user,I would rate it 5 stars but it is hard to earn money.,4,0,1.2.0
Joshua Ellwanger,It is a great game with great graphics.,5,0,1.9.93
A Google user,It let's u do amazing things like build a bar,5,0,1.4.2
A Google user,Fun to play and not hard to earn money,5,0,1.2.2
Ritesh Bodaliya,I LIKE THIS GAME but in some reasons I don't like .... But when you play this game you enjoy the game very much..,4,0,1.9.93
A Google user,This game was so awesome ans those poeple are too small and super cute cute cute cute cute cute cute CUTEEEEEEE!!!!!!!,5,0,
A Google user,It need a lot of free time.i am not free for such lengthy games,2,0,
A Google user,I think the game is fun but way too slow,1,0,1.2.2
Tammie Foley,Pretty good...ads are annoying but expected,4,0,1.7.1
A Google user,Fun game but to much ads,3,0,1.6.0
Bubbly Boba,"This app is very good I usually will get borded of game but this one I dont so , yeah also if you have tt please follow me I will follow back I'm wolfieonline thanks for reading this!",5,0,1.7.3
Alex J,It was hard keeping a hotel together but it is fun making a hotel business,4,0,2.1
A Google user,"Slow start, but fun clicker",4,0,1.2.0
A Google user,Awsome hame it's really fun and I cant stop playing it,5,0,1.2.0
A Google user,It's super fun! Just upgraded to the 2nd hotel!,5,0,1.3.1
A Google user,Very difficult to upgrade rooms.,3,0,
Muhammad Iskandar,too depends on the ads,2,0,
Shah Vivek,"It's just time paas, it's not like a game, to be honestly please never download,",1,0,1.9.93
Hartanto,Often after watching ad the game not give the money,2,0,
A Google user,It is good and a very creative game!!,5,0,1.2.0
Pamela Ernest,the game is great but i wish you could not loose you`r money,4,0,1.7.4
Anwesha Mondal,This game is my one the favourite. It very good game to time pass please download it and enjoy __,5,0,
Sarvesh Pilgaonkar,Great choose but ads was more try ______,5,0,
A Google user,Error 4 keeps coming on when i try to open the app,5,0,1.4.2
A Google user,It's fun to upgrade things and to make money,5,0,1.4.2
A Google user,It is really a good experience for me I like it is is just like a real hotel kcndks xjz shx zisb xjz shx xbzbzjzb xbz szu sz zbs hz z zjz zjz zu zzisbz zbs hz zjz zj shz shz zbz zjz z zzbsjizxnx x dbzzbd zbzbzxbzbjzxbx zbz zbz xx z z b z be zvjdnxxnx z z z z zhsbz in suz shsbx in sbzh suzbzjs xs he shsbx in and d Bobby is first does today this already this all is so it will be so is so excited do of ta ex is we don't is at x go is we see if we is if we will do is to us to if we ever is the is an,5,0,1.2.0
A Google user,I like that game because it's not boring and you can develop your game yourself,5,0,1.2.0
Muhd Yusri,"Not Bad , Interesting , Just Playing And Enjoy For Game !.",5,0,
Coleen Tugnao,"the game was fun, but the money is so slow",5,0,1.7.1
Tempie Deck,This game is good but every night the chief will quit the job.,4,0,2.3.1
A Google user,"Awful, all I did was watch ads",1,0,1.5.0
A Google user,How is this game only 5 lvls. Way to short. didn't know that when I started. Now I'm done. Who the hell make a game you cam finish in a week.,2,0,1.3.1
A Google user,i love this game but i think it should explane how to keep people happy in the game,5,0,1.1.1
D Seymour,Nice to play without having to join leagues and stuff like that,4,0,1.7.1
Em Doubleyou,I love this game but twice now I have got to the 2nd hotel and my game won't load,1,0,
A Google user,Fun but too many ads,4,0,1.2.0
A Google user,I love the game but I wish that you can forward time,4,0,1.2.0
Crystal Power,Cute and entertaining idle game.,5,0,1.9.97
A Google user,its enjoyable and suitable for everyone.,5,0,1.2.0
A Google user,I really enjoy this game it's fun to play. I play it for hours.____,5,0,1.4.2
mtz Studios,In the fhotos it shows you can get to that but i been there playing for 3 moths and it never got there,2,0,1.9.9
Mahbubur Rahman Ahad,Couldn't open the game since the last update,1,0,1.7.4
Kayla Smith,"Love this game, but I purchased gems and it took the money off my card but didn't give me my gems. Sooo like wth?",5,0,1.7.2
A Google user,I love how it's really different from other tycoon games,5,0,1.4.0
A Google user,"Very fun, satisfying and addicting game",5,0,1.1.1
A Google user,To many adverts but good game,4,0,1.0
A Google user,It fun and entertaining for were ever you are at.,5,0,1.2.1
A Google user,So addictive especially when you should be sorting your actual life out instead,5,0,1.2.0
A Google user,A lot of ads or spend money,4,0,1.2.0
K. SIBI SARAN,Just a wonderful game . I love idle game but this is the all time best,5,0,
A Google user,"Amazing game and fun to play, i think im addicted",5,0,1.1.1
Gary Wildridge,Only been playing for a few hours but definitely fun.,4,0,1.7.1
A Google user,"Although i could easily spend hours playing, i feel it isn't for me",1,0,
A Google user,Easy to play and kind of fun,4,0,1.1.1
A Google user,So far i have this on my tablet i love it it has a fell of onwing a real hotel i llove how deep it goes into money 1000%10 i would love to recoamed,5,0,1.2.2
A Google user,Very fun. Easy to play. Helps me go to sleep,4,0,1.2.0
A Google user,Great game just completed it. More hotels please!,5,0,
A Google user,Honestly a great way to kinda show you how a business will be ran if you potentially want to open one. I love.,5,0,1.4.0
Sultan Ali,Whenever I quit my game after returning to the game i lost all my progression ______,1,0,
A Google user,This is awsome !!!but please this game turn into offline!!,3,0,
A Google user,Simple yet fun and relaxing,5,0,1.2.0
A Google user,Need more improvement.. Specially for instructions..,4,0,1.2.0
A Google user,Cool game lots of ads tho still enjoyable tho,5,0,1.5.0
Ajsi Sallo,I love this game,5,0,2.8
Mehri Yalchi,Its just watching ads at all,1,0,2.1
A Google user,I love the game but sometimes it doent work properly,3,0,
A Google user,Bit slow paced - unless you watch 6 million ads!,3,0,1.2.0
A Google user,It helps you waste time. Super fun,5,0,1.3.1
A Google user,Great game!!! Surely but now the loading time is too much of this game,4,0,1.7.1
A Google user,"Fun, some of the staff gets stuck",4,0,1.2.2
A Google user,Its a koo game just wish it would be more fast paste and earn money inmore ways than jus having to wait for customers all day,3,0,1.3.0
A Google user,It's is very interesting and exiting game when I play it it makes me happy,5,0,1.7.1
A Google user,Great little. Game to play and come back to,4,0,1.2.0
A Google user,Is there some errors with the calculation of the revenue ? Too slow the figures are raising. How can a hotel be profiting from $200 a day....,1,0,1.1.1
Lyn Springer,"Odd graphics, but fun, so far",4,0,1.8.4
A Google user,"Can't really call yourself an idle game, when nothing happens idly.",4,0,1.1.1
John,It is a amazing and fun game it really kills time,5,0,1.7.2
Nadeen Mohamed,Pleaaase make the ads shorter,3,0,1.7.2
Mr Mr,"Good so far, will adjust rating accordingly as time goes by.",4,0,1.9.91
A Google user,One of the best idle tycoons games of all time,5,0,1.2.0
A Google user,"I love this game its so addictive, the only thing is it needs more hotels",5,0,1.3.1
